epoch,lr-AdamW,step,train_loss,val_loss,val_mae
,0.001,0,,,
0,,4,,0.06359397619962692,0.22847622632980347
,0.000999972584682756,5,,,
1,,9,,0.06305059045553207,0.22723731398582458
,0.0009998903417374227,10,,,
2,,14,,0.062289584428071976,0.2220812886953354
,0.0009997532801828658,15,,,
3,,19,,0.05984086915850639,0.2139945924282074
,0.0009995614150494292,20,,,
4,,24,,0.061343517154455185,0.21249333024024963
,0.000999314767377287,25,,,
5,,29,,0.06149822846055031,0.19762687385082245
,0.0009990133642141358,30,,,
6,,34,,0.05468476191163063,0.19555021822452545
,0.000998657238612229,35,,,
7,,39,,0.05304199457168579,0.1954900324344635
,0.0009982464296247522,40,,,
8,,44,,0.06603994965553284,0.21439701318740845
,0.00099778098230154,45,,,
9,,49,0.04003812000155449,,
9,,49,,0.06564424186944962,0.21480603516101837
,0.0009972609476841367,50,,,
10,,54,,0.055316437035799026,0.19695524871349335
,0.0009966863828001983,55,,,
11,,59,,0.068268321454525,0.21635888516902924
,0.0009960573506572392,60,,,
12,,64,,0.08726877719163895,0.24449878931045532
,0.000995373920235722,65,,,
13,,69,,0.07443057745695114,0.22190752625465393
,0.0009946361664814943,70,,,
14,,74,,0.06692289561033249,0.21406139433383942
,0.000993844170297569,75,,,
15,,79,,0.07509705424308777,0.22577501833438873
,0.0009929980185352527,80,,,
16,,84,,0.07761193066835403,0.2212856411933899
,0.000992097803984621,85,,,
17,,89,,0.07880029827356339,0.22591210901737213
,0.0009911436253643446,90,,,
18,,94,,0.0721484124660492,0.20758260786533356
,0.0009901355873108612,95,,,
19,,99,0.020009631291031837,,
19,,99,,0.07225672900676727,0.21713528037071228
,0.000989073800366903,100,,,
20,,104,,0.07195911556482315,0.21302470564842224
,0.0009879583809693738,105,,,
21,,109,,0.08859127759933472,0.23802876472473145
,0.0009867894514365802,110,,,
22,,114,,0.08257322013378143,0.23411478102207184
,0.0009855671399548183,115,,,
23,,119,,0.07779518514871597,0.2196660041809082
,0.0009842915805643158,120,,,
24,,124,,0.074236199259758,0.2190708965063095
,0.0009829629131445344,125,,,
25,,129,,0.0814308226108551,0.22980070114135742
,0.0009815812833988294,130,,,
26,,134,,0.08475015312433243,0.23240427672863007
,0.0009801468428384719,135,,,
27,,139,,0.07876644283533096,0.23125280439853668
,0.000978659748766034,140,,,
28,,144,,0.07990724593400955,0.2288023829460144
,0.0009771201642581387,145,,,
29,,149,0.01111607439815998,,
29,,149,,0.08224423229694366,0.23842686414718628
,0.0009755282581475771,150,,,
30,,154,,0.08331041038036346,0.23393560945987701
,0.0009738842050047931,155,,,
31,,159,,0.07742610573768616,0.22499977052211761
,0.0009721881851187409,160,,,
32,,164,,0.07702258974313736,0.2237805426120758
,0.0009704403844771131,165,,,
33,,169,,0.08623404055833817,0.22229643166065216
,0.0009686409947459461,170,,,
34,,174,,0.11694180965423584,0.2733383774757385
,0.0009667902132486011,175,,,
35,,179,,0.09937429428100586,0.25189390778541565
,0.000964888242944126,180,,,
36,,184,,0.08970825374126434,0.24171428382396698
,0.0009629352924049977,185,,,
37,,189,,0.08193080872297287,0.2377212643623352
,0.0009609315757942507,190,,,
38,,194,,0.07335421442985535,0.23356463015079498
,0.0009588773128419909,195,,,
39,,199,0.006481774616986513,,
39,,199,,0.0716351717710495,0.2241659164428711
,0.0009567727288213008,200,,,
40,,204,,0.06871478259563446,0.21375201642513275
,0.0009546180545235346,205,,,
41,,209,,0.07559552043676376,0.2208050787448883
,0.0009524135262330101,210,,,
42,,214,,0.07564305514097214,0.21877919137477875
,0.0009501593857010972,215,,,
43,,219,,0.07386953383684158,0.22174735367298126
,0.0009478558801197068,220,,,
44,,224,,0.07976391166448593,0.2352951616048813
,0.0009455032620941841,225,,,
45,,229,,0.08244051039218903,0.2316707968711853
,0.0009431017896156075,230,,,
46,,234,,0.0843687355518341,0.23946771025657654
,0.0009406517260324962,235,,,
47,,239,,0.08082709461450577,0.23033662140369415
