epoch,lr-AdamW,step,train_acc,train_loss,val_acc,val_loss
,0.001,0,,,,
0,,5,,,0.5098039507865906,1.3109047412872314
,0.0009999383162408303,6,,,,
1,,11,,,0.529411792755127,1.217035174369812
,0.0009997532801828658,12,,,,
2,,17,,,0.5490196347236633,1.0921432971954346
,0.0009994449374809851,18,,,,
3,,23,,,0.5686274766921997,0.9770182967185974
,0.0009990133642141358,24,,,,
4,,29,,,0.6078431606292725,0.9074996709823608
,0.000998458666866564,30,,,,
5,,35,,,0.6274510025978088,0.8466300368309021
,0.00099778098230154,36,,,,
6,,41,,,0.6666666865348816,0.8013361096382141
,0.0009969804777275899,42,,,,
7,,47,,,0.6078431606292725,0.8063002824783325
,0.000996057350657239,48,,,,
8,,49,0.6875,0.7191399335861206,,
8,,53,,,0.6078431606292725,0.8536890149116516
,0.0009950118288582787,54,,,,
9,,59,,,0.6470588445663452,0.7682133913040161
,0.0009938441702975688,60,,,,
10,,65,,,0.6666666865348816,0.7298296689987183
,0.000992554663077387,66,,,,
11,,71,,,0.6666666865348816,0.6736752390861511
,0.0009911436253643444,72,,,,
12,,77,,,0.6470588445663452,0.7140673398971558
,0.0009896114053108828,78,,,,
13,,83,,,0.7254902124404907,0.661179780960083
,0.0009879583809693736,84,,,,
14,,89,,,0.7058823704719543,0.6397016048431396
,0.0009861849601988382,90,,,,
15,,95,,,0.7254902124404907,0.7707511782646179
,0.0009842915805643154,96,,,,
16,,99,0.84375,0.39261916279792786,,
16,,101,,,0.7058823704719543,0.6645739674568176
,0.000982278709228899,102,,,,
17,,107,,,0.7450980544090271,0.582100510597229
,0.0009801468428384714,108,,,,
18,,113,,,0.7647058963775635,0.6922167539596558
,0.0009778965073991648,114,,,,
19,,119,,,0.7843137383460999,0.6720647811889648
,0.0009755282581475766,120,,,,
20,,125,,,0.7450980544090271,0.6595547795295715
,0.0009730426794137723,126,,,,
21,,131,,,0.7450980544090271,0.6349206566810608
,0.0009704403844771124,132,,,,
22,,137,,,0.7450980544090271,0.6743104457855225
,0.0009677220154149334,138,,,,
23,,143,,,0.7843137383460999,0.6832139492034912
,0.0009648882429441253,144,,,,
24,,149,0.84375,0.395951509475708,,
24,,149,,,0.8039215803146362,0.6517190933227539
,0.000961939766255643,150,,,,
25,,155,,,0.7843137383460999,0.6473467946052551
,0.0009588773128419901,156,,,,
26,,161,,,0.7254902124404907,0.607552707195282
,0.0009557016383177221,162,,,,
27,,167,,,0.7254902124404907,0.7171409726142883
,0.0009524135262330093,168,,,,
28,,173,,,0.7254902124404907,0.7247866988182068
,0.0009490137878803073,174,,,,
29,,179,,,0.7254902124404907,0.7863108515739441
,0.0009455032620941834,180,,,,
30,,185,,,0.7647058963775635,0.7203165888786316
,0.0009418828150443463,186,,,,
31,,191,,,0.7647058963775635,0.6875039935112
,0.0009381533400219311,192,,,,
32,,197,,,0.7450980544090271,0.8087738752365112
,0.0009343157572190951,198,,,,
33,,199,0.9375,0.210836261510849,,
33,,203,,,0.7254902124404907,0.6752479672431946
,0.0009303710135019713,204,,,,
34,,209,,,0.6666666865348816,0.7133968472480774
,0.0009263200821770456,210,,,,
35,,215,,,0.7254902124404907,0.8011341691017151
,0.000922163962751007,216,,,,
36,,221,,,0.7058823704719543,0.7727915644645691
,0.0009179036806841347,222,,,,
37,,227,,,0.8235294222831726,0.5614898204803467
,0.0009135402871372803,228,,,,
38,,233,,,0.7843137383460999,0.6984103322029114
,0.0009090748587125112,234,,,,
39,,239,,,0.7254902124404907,0.864842414855957
,0.0009045084971874732,240,,,,
40,,245,,,0.8039215803146362,0.7517319321632385
,0.0008998423292435448,246,,,,
41,,249,0.96875,0.23277387022972107,,
41,,251,,,0.7843137383460999,0.7285337448120117
,0.0008950775061878447,252,,,,
42,,257,,,0.686274528503418,0.8124048709869385
,0.0008902152036691643,258,,,,
43,,263,,,0.7647058963775635,0.8157086968421936
,0.000885256621387894,264,,,,
44,,269,,,0.7647058963775635,0.7923836708068848
,0.0008802029828000149,270,,,,
45,,275,,,0.7058823704719543,0.8869447708129883
,0.0008750555348152292,276,,,,
46,,281,,,0.7058823704719543,0.8798385262489319
,0.0008698155474893041,282,,,,
47,,287,,,0.7058823704719543,0.873471736907959
,0.0008644843137107051,288,,,,
48,,293,,,0.7254902124404907,0.844937801361084
,0.0008590631488815939,294,,,,
49,,299,0.9375,0.2644086480140686,,
49,,299,,,0.7450980544090271,0.7995959520339966
,0.0008535533905932731,300,,,,
50,,305,,,0.7843137383460999,0.6763914227485657
,0.0008479563982961564,306,,,,
51,,311,,,0.7254902124404907,0.8162387013435364
,0.0008422735529643437,312,,,,
52,,317,,,0.6666666865348816,0.9864633083343506
,0.000836506256754886,318,,,,
53,,323,,,0.7450980544090271,0.7612895369529724
,0.0008306559326618253,324,,,,
54,,329,,,0.6274510025978088,0.968492865562439
,0.0008247240241650912,330,,,,
55,,335,,,0.7450980544090271,0.9443446397781372
,0.0008187119948743442,336,,,,
56,,341,,,0.7647058963775635,0.890796959400177
,0.000812621328167852,342,,,,
57,,347,,,0.686274528503418,0.8914424180984497
,0.0008064535268264877,348,,,,
58,,349,0.96875,0.14943596720695496,,
58,,353,,,0.7254902124404907,0.8149394392967224
,0.0008002101126629415,354,,,,
59,,359,,,0.7647058963775635,0.8685066103935242
,0.000793892626146236,360,,,,
60,,365,,,0.7450980544090271,0.8667113184928894
,0.0007875026260216388,366,,,,
61,,371,,,0.8039215803146362,0.7895489931106567
,0.0007810416889260649,372,,,,
62,,377,,,0.7843137383460999,0.8107966184616089
,0.0007745114089990654,378,,,,
63,,383,,,0.8235294222831726,0.8194043040275574
,0.0007679133974894978,384,,,,
64,,389,,,0.7647058963775635,0.9011051058769226
,0.0007612492823579739,390,,,,
65,,395,,,0.7254902124404907,0.8570597171783447
,0.0007545207078751852,396,,,,
66,,399,1.0,0.0778764933347702,,
66,,401,,,0.7450980544090271,0.8099672198295593
,0.0007477293342162034,402,,,,
67,,407,,,0.7843137383460999,0.7907682061195374
