epoch,lr-AdamW,step,train_acc,train_loss,val_acc,val_loss
,0.001,0,,,,
0,,5,,,0.6078431606292725,1.3062186241149902
,0.0009999383162408303,6,,,,
1,,11,,,0.5490196347236633,1.1344174146652222
,0.0009997532801828658,12,,,,
2,,17,,,0.5882353186607361,0.8781295418739319
,0.0009994449374809851,18,,,,
3,,23,,,0.6470588445663452,0.8035169243812561
,0.0009990133642141358,24,,,,
4,,29,,,0.5686274766921997,0.8805654048919678
,0.000998458666866564,30,,,,
5,,35,,,0.686274528503418,0.7408291101455688
,0.00099778098230154,36,,,,
6,,41,,,0.7254902124404907,0.9240811467170715
,0.0009969804777275899,42,,,,
7,,47,,,0.6470588445663452,1.0668115615844727
,0.000996057350657239,48,,,,
8,,49,0.75,0.6524350643157959,,
8,,53,,,0.7058823704719543,1.012413501739502
,0.0009950118288582787,54,,,,
9,,59,,,0.7254902124404907,1.0086663961410522
,0.0009938441702975688,60,,,,
10,,65,,,0.7450980544090271,0.7654893398284912
,0.000992554663077387,66,,,,
11,,71,,,0.7254902124404907,0.8084385991096497
,0.0009911436253643444,72,,,,
12,,77,,,0.7254902124404907,0.9439106583595276
,0.0009896114053108828,78,,,,
13,,83,,,0.7058823704719543,0.6879013776779175
,0.0009879583809693736,84,,,,
14,,89,,,0.7058823704719543,0.8415971398353577
,0.0009861849601988382,90,,,,
15,,95,,,0.6274510025978088,0.913338303565979
,0.0009842915805643154,96,,,,
16,,99,0.875,0.19421055912971497,,
16,,101,,,0.6274510025978088,0.9682551622390747
,0.000982278709228899,102,,,,
17,,107,,,0.6666666865348816,1.1762036085128784
,0.0009801468428384714,108,,,,
18,,113,,,0.7058823704719543,0.9311182498931885
,0.0009778965073991648,114,,,,
19,,119,,,0.8039215803146362,0.6127855777740479
,0.0009755282581475766,120,,,,
20,,125,,,0.7647058963775635,0.670287549495697
,0.0009730426794137723,126,,,,
21,,131,,,0.686274528503418,0.9570521116256714
,0.0009704403844771124,132,,,,
22,,137,,,0.6666666865348816,1.1188143491744995
,0.0009677220154149334,138,,,,
23,,143,,,0.686274528503418,1.2791496515274048
,0.0009648882429441253,144,,,,
24,,149,0.90625,0.3549528121948242,,
24,,149,,,0.5882353186607361,1.5775487422943115
,0.000961939766255643,150,,,,
25,,155,,,0.6274510025978088,1.39772367477417
,0.0009588773128419901,156,,,,
26,,161,,,0.686274528503418,1.1771825551986694
,0.0009557016383177221,162,,,,
27,,167,,,0.7254902124404907,1.2724409103393555
,0.0009524135262330093,168,,,,
28,,173,,,0.686274528503418,1.030097246170044
,0.0009490137878803073,174,,,,
29,,179,,,0.7254902124404907,0.8881263136863708
,0.0009455032620941834,180,,,,
30,,185,,,0.7058823704719543,1.0991309881210327
,0.0009418828150443463,186,,,,
31,,191,,,0.6666666865348816,1.323748230934143
,0.0009381533400219311,192,,,,
32,,197,,,0.6470588445663452,1.3629449605941772
,0.0009343157572190951,198,,,,
33,,199,0.96875,0.13595296442508698,,
33,,203,,,0.6274510025978088,1.0196950435638428
,0.0009303710135019713,204,,,,
34,,209,,,0.6666666865348816,1.0196353197097778
,0.0009263200821770456,210,,,,
35,,215,,,0.686274528503418,1.0461115837097168
,0.000922163962751007,216,,,,
36,,221,,,0.6274510025978088,1.1569304466247559
,0.0009179036806841347,222,,,,
37,,227,,,0.7058823704719543,1.0943315029144287
,0.0009135402871372803,228,,,,
38,,233,,,0.686274528503418,1.2004739046096802
,0.0009090748587125112,234,,,,
39,,239,,,0.7058823704719543,1.2404669523239136
,0.0009045084971874732,240,,,,
40,,245,,,0.7254902124404907,1.2204781770706177
,0.0008998423292435448,246,,,,
41,,249,0.96875,0.0461888313293457,,
41,,251,,,0.7058823704719543,1.327569603919983
,0.0008950775061878447,252,,,,
42,,257,,,0.6666666865348816,1.402416706085205
,0.0008902152036691643,258,,,,
43,,263,,,0.6666666865348816,1.2765854597091675
,0.000885256621387894,264,,,,
44,,269,,,0.686274528503418,1.181298017501831
,0.0008802029828000149,270,,,,
45,,275,,,0.7058823704719543,1.1546673774719238
,0.0008750555348152292,276,,,,
46,,281,,,0.686274528503418,1.1135064363479614
,0.0008698155474893041,282,,,,
47,,287,,,0.7254902124404907,1.0551891326904297
,0.0008644843137107051,288,,,,
48,,293,,,0.7254902124404907,1.0121387243270874
,0.0008590631488815939,294,,,,
49,,299,1.0,0.007479509804397821,,
49,,299,,,0.7450980544090271,0.972042441368103
