epoch,lr-AdamW,step,train_loss,val_loss,val_mae
,0.001,0,,,
0,,4,,0.04523801803588867,0.18335507810115814
,0.000999972584682756,5,,,
1,,9,,0.04381323233246803,0.18016193807125092
,0.0009998903417374227,10,,,
2,,14,,0.04140741005539894,0.17463888227939606
,0.0009997532801828658,15,,,
3,,19,,0.040064677596092224,0.16925491392612457
,0.0009995614150494292,20,,,
4,,24,,0.039903003722429276,0.1646580994129181
,0.000999314767377287,25,,,
5,,29,,0.0399777777493,0.16106298565864563
,0.0009990133642141358,30,,,
6,,34,,0.03991192579269409,0.16101814806461334
,0.000998657238612229,35,,,
7,,39,,0.04141059145331383,0.1651342213153839
,0.0009982464296247522,40,,,
8,,44,,0.04273224249482155,0.16517558693885803
,0.00099778098230154,45,,,
9,,49,0.04008845239877701,,
9,,49,,0.04335581511259079,0.16429758071899414
,0.0009972609476841367,50,,,
10,,54,,0.04050007462501526,0.15606048703193665
,0.0009966863828001983,55,,,
11,,59,,0.042018916457891464,0.15924367308616638
,0.0009960573506572392,60,,,
12,,64,,0.04217604547739029,0.1609131544828415
,0.000995373920235722,65,,,
13,,69,,0.04791814088821411,0.16595914959907532
,0.0009946361664814943,70,,,
14,,74,,0.045877065509557724,0.16225707530975342
,0.000993844170297569,75,,,
15,,79,,0.04489706829190254,0.16275030374526978
,0.0009929980185352527,80,,,
16,,84,,0.04874249920248985,0.17411085963249207
,0.000992097803984621,85,,,
17,,89,,0.048891182988882065,0.16822989284992218
,0.0009911436253643446,90,,,
18,,94,,0.045520931482315063,0.1612900048494339
,0.0009901355873108612,95,,,
19,,99,0.03980514407157898,,
19,,99,,0.04756540805101395,0.17461340129375458
,0.000989073800366903,100,,,
20,,104,,0.05437636002898216,0.18633095920085907
,0.0009879583809693738,105,,,
21,,109,,0.056492943316698074,0.18274718523025513
,0.0009867894514365802,110,,,
22,,114,,0.05325596034526825,0.17800962924957275
,0.0009855671399548183,115,,,
23,,119,,0.049179404973983765,0.18058058619499207
,0.0009842915805643158,120,,,
24,,124,,0.04887033626437187,0.17028772830963135
,0.0009829629131445344,125,,,
25,,129,,0.05436825379729271,0.17947664856910706
,0.0009815812833988294,130,,,
26,,134,,0.04584448039531708,0.17050687968730927
,0.0009801468428384719,135,,,
27,,139,,0.0504550039768219,0.1734287589788437
,0.000978659748766034,140,,,
28,,144,,0.0482843816280365,0.17232321202754974
,0.0009771201642581387,145,,,
29,,149,0.015141631476581097,,
29,,149,,0.04840375483036041,0.17556212842464447
,0.0009755282581475771,150,,,
30,,154,,0.050161074846982956,0.17478100955486298
,0.0009738842050047931,155,,,
31,,159,,0.052052661776542664,0.17563433945178986
,0.0009721881851187409,160,,,
32,,164,,0.05714332312345505,0.18632160127162933
,0.0009704403844771131,165,,,
33,,169,,0.057042550295591354,0.18464715778827667
,0.0009686409947459461,170,,,
34,,174,,0.047158967703580856,0.1681685447692871
,0.0009667902132486011,175,,,
35,,179,,0.05090955272316933,0.17963755130767822
,0.000964888242944126,180,,,
36,,184,,0.04963042587041855,0.17258895933628082
,0.0009629352924049977,185,,,
37,,189,,0.051295991986989975,0.17854690551757812
,0.0009609315757942507,190,,,
38,,194,,0.05500771850347519,0.18399544060230255
,0.0009588773128419909,195,,,
39,,199,0.015963777899742126,,
39,,199,,0.05637667328119278,0.18788950145244598
,0.0009567727288213008,200,,,
40,,204,,0.05249745026230812,0.18236874043941498
,0.0009546180545235346,205,,,
41,,209,,0.046685755252838135,0.17343246936798096
,0.0009524135262330101,210,,,
42,,214,,0.05146397650241852,0.18121391534805298
,0.0009501593857010972,215,,,
43,,219,,0.056619320064783096,0.18794839084148407
,0.0009478558801197068,220,,,
44,,224,,0.05190976336598396,0.17335346341133118
