epoch,lr-AdamW,step,train_loss,val_loss,val_mae
,0.001,0,,,
0,,4,,0.04620114341378212,0.1872611790895462
,0.000999972584682756,5,,,
1,,9,,0.04543391987681389,0.18549659848213196
,0.0009998903417374227,10,,,
2,,14,,0.04466104134917259,0.18337491154670715
,0.0009997532801828658,15,,,
3,,19,,0.043533001095056534,0.18052583932876587
,0.0009995614150494292,20,,,
4,,24,,0.042359817773103714,0.1770693063735962
,0.000999314767377287,25,,,
5,,29,,0.04121929407119751,0.17381128668785095
,0.0009990133642141358,30,,,
6,,34,,0.0400254987180233,0.17037376761436462
,0.000998657238612229,35,,,
7,,39,,0.039481449872255325,0.16753356158733368
,0.0009982464296247522,40,,,
8,,44,,0.038571860641241074,0.16496925055980682
,0.00099778098230154,45,,,
9,,49,0.06844832003116608,,
9,,49,,0.03903410583734512,0.16203966736793518
,0.0009972609476841367,50,,,
10,,54,,0.03972315788269043,0.1648419201374054
,0.0009966863828001983,55,,,
11,,59,,0.04052337259054184,0.1648779958486557
,0.0009960573506572392,60,,,
12,,64,,0.04210379347205162,0.16464313864707947
,0.000995373920235722,65,,,
13,,69,,0.041484441608190536,0.16493497788906097
,0.0009946361664814943,70,,,
14,,74,,0.04189338535070419,0.16649581491947174
,0.000993844170297569,75,,,
15,,79,,0.04339730367064476,0.16588500142097473
,0.0009929980185352527,80,,,
16,,84,,0.04389723017811775,0.16501611471176147
,0.000992097803984621,85,,,
17,,89,,0.04261794686317444,0.1627003401517868
,0.0009911436253643446,90,,,
18,,94,,0.04322446137666702,0.16490907967090607
,0.0009901355873108612,95,,,
19,,99,0.051508426666259766,,
19,,99,,0.041842374950647354,0.15974286198616028
,0.000989073800366903,100,,,
20,,104,,0.04327793046832085,0.16754744946956635
,0.0009879583809693738,105,,,
21,,109,,0.037404824048280716,0.1572868824005127
,0.0009867894514365802,110,,,
22,,114,,0.040151115506887436,0.15704470872879028
,0.0009855671399548183,115,,,
23,,119,,0.041244279593229294,0.1544574350118637
,0.0009842915805643158,120,,,
24,,124,,0.042706359177827835,0.15717628598213196
,0.0009829629131445344,125,,,
25,,129,,0.04186500236392021,0.15470579266548157
,0.0009815812833988294,130,,,
26,,134,,0.038977283984422684,0.15070785582065582
,0.0009801468428384719,135,,,
27,,139,,0.03832685574889183,0.1499285101890564
,0.000978659748766034,140,,,
28,,144,,0.04355324059724808,0.1636962741613388
,0.0009771201642581387,145,,,
29,,149,0.0318833664059639,,
29,,149,,0.049035120755434036,0.17423735558986664
,0.0009755282581475771,150,,,
30,,154,,0.04364420473575592,0.1577358841896057
,0.0009738842050047931,155,,,
31,,159,,0.046496469527482986,0.1653997153043747
,0.0009721881851187409,160,,,
32,,164,,0.044373538345098495,0.1624533236026764
,0.0009704403844771131,165,,,
33,,169,,0.043260011821985245,0.15818868577480316
,0.0009686409947459461,170,,,
34,,174,,0.04301035776734352,0.15707817673683167
,0.0009667902132486011,175,,,
35,,179,,0.04616693779826164,0.16824424266815186
,0.000964888242944126,180,,,
36,,184,,0.047705139964818954,0.1656266152858734
,0.0009629352924049977,185,,,
37,,189,,0.04540153965353966,0.16052621603012085
,0.0009609315757942507,190,,,
38,,194,,0.04340362548828125,0.15619878470897675
,0.0009588773128419909,195,,,
39,,199,0.03401154279708862,,
39,,199,,0.04458925500512123,0.15908057987689972
,0.0009567727288213008,200,,,
40,,204,,0.041868217289447784,0.15454544126987457
,0.0009546180545235346,205,,,
41,,209,,0.04248304292559624,0.1529412865638733
,0.0009524135262330101,210,,,
42,,214,,0.04679698497056961,0.1621350198984146
,0.0009501593857010972,215,,,
43,,219,,0.05565299838781357,0.1844678819179535
,0.0009478558801197068,220,,,
44,,224,,0.05028887465596199,0.16595925390720367
,0.0009455032620941841,225,,,
45,,229,,0.048498086631298065,0.16630791127681732
,0.0009431017896156075,230,,,
46,,234,,0.04763020947575569,0.16316525638103485
,0.0009406517260324962,235,,,
47,,239,,0.04765085130929947,0.158658966422081
,0.000938153340021932,240,,,
48,,244,,0.04223135858774185,0.15076011419296265
,0.0009356069055600951,245,,,
49,,249,0.024159686639904976,,
49,,249,,0.04180888086557388,0.15084701776504517
,0.0009330127018922197,250,,,
50,,254,,0.050745073705911636,0.16780994832515717
,0.0009303710135019722,255,,,
51,,259,,0.05312547832727432,0.17221873998641968
,0.0009276821300802536,260,,,
52,,264,,0.056693658232688904,0.17509575188159943
,0.0009249463464934323,265,,,
53,,269,,0.047907475382089615,0.1604147106409073
,0.0009221639627510079,270,,,
54,,274,,0.05590590462088585,0.16952958703041077
,0.0009193352839727124,275,,,
55,,279,,0.04538017883896828,0.15445476770401
,0.0009164606203550501,280,,,
56,,284,,0.044286202639341354,0.1584906131029129
,0.0009135402871372812,285,,,
57,,289,,0.045435830950737,0.16097836196422577
,0.0009105746045668523,290,,,
58,,294,,0.050444185733795166,0.16838379204273224
,0.0009075638978642773,295,,,
59,,299,0.024082593619823456,,
59,,299,,0.05341640114784241,0.17456325888633728
,0.000904508497187474,300,,,
60,,304,,0.05292576551437378,0.17421959340572357
,0.0009014087375955575,305,,,
61,,309,,0.052982404828071594,0.17465746402740479
