epoch,lr-AdamW,step,train_acc,train_loss,val_acc,val_loss
,0.001,0,,,,
0,,7,,,0.21875,1.673933506011963
,0.0009999383162408303,8,,,,
1,,15,,,0.28125,1.6724052429199219
,0.0009997532801828658,16,,,,
2,,23,,,0.40625,1.569286584854126
,0.0009994449374809851,24,,,,
3,,31,,,0.375,1.500688910484314
,0.0009990133642141358,32,,,,
4,,39,,,0.34375,1.4132001399993896
,0.000998458666866564,40,,,,
5,,47,,,0.453125,1.3588041067123413
,0.00099778098230154,48,,,,
6,,49,0.59375,0.9854855537414551,,
6,,55,,,0.4375,1.3226380348205566
,0.0009969804777275899,56,,,,
7,,63,,,0.421875,1.3683907985687256
,0.000996057350657239,64,,,,
8,,71,,,0.453125,1.3739498853683472
,0.0009950118288582787,72,,,,
9,,79,,,0.4375,1.3778254985809326
,0.0009938441702975688,80,,,,
10,,87,,,0.4375,1.3803536891937256
,0.000992554663077387,88,,,,
11,,95,,,0.453125,1.4640769958496094
,0.0009911436253643444,96,,,,
12,,99,0.6875,0.7916569113731384,,
12,,103,,,0.46875,1.32237708568573
,0.0009896114053108828,104,,,,
13,,111,,,0.421875,1.4743539094924927
,0.0009879583809693736,112,,,,
14,,119,,,0.4375,1.3345518112182617
,0.0009861849601988382,120,,,,
15,,127,,,0.4375,1.510864496231079
,0.0009842915805643154,128,,,,
16,,135,,,0.4375,1.7051814794540405
,0.000982278709228899,136,,,,
17,,143,,,0.4375,1.4032957553863525
,0.0009801468428384714,144,,,,
18,,149,0.59375,0.8967021107673645,,
18,,151,,,0.46875,1.4292330741882324
,0.0009778965073991648,152,,,,
19,,159,,,0.5,1.4668517112731934
,0.0009755282581475766,160,,,,
20,,167,,,0.4375,1.6429800987243652
,0.0009730426794137723,168,,,,
21,,175,,,0.4375,1.6755340099334717
,0.0009704403844771124,176,,,,
22,,183,,,0.46875,1.6515202522277832
,0.0009677220154149334,184,,,,
23,,191,,,0.359375,1.8309788703918457
,0.0009648882429441253,192,,,,
24,,199,0.625,0.7724419236183167,,
24,,199,,,0.40625,1.8979498147964478
,0.000961939766255643,200,,,,
25,,207,,,0.40625,1.998093843460083
,0.0009588773128419901,208,,,,
26,,215,,,0.46875,1.8547823429107666
,0.0009557016383177221,216,,,,
27,,223,,,0.390625,1.859200358390808
,0.0009524135262330093,224,,,,
28,,231,,,0.46875,1.98615562915802
,0.0009490137878803073,232,,,,
29,,239,,,0.46875,2.0850839614868164
,0.0009455032620941834,240,,,,
30,,247,,,0.421875,2.044872760772705
,0.0009418828150443463,248,,,,
31,,249,0.875,0.4261581301689148,,
31,,255,,,0.390625,1.8840065002441406
,0.0009381533400219311,256,,,,
32,,263,,,0.390625,1.9262155294418335
,0.0009343157572190951,264,,,,
33,,271,,,0.375,2.0491280555725098
,0.0009303710135019713,272,,,,
34,,279,,,0.4375,2.115919828414917
,0.0009263200821770456,280,,,,
35,,287,,,0.421875,1.8089131116867065
,0.000922163962751007,288,,,,
36,,295,,,0.390625,1.8953046798706055
,0.0009179036806841347,296,,,,
37,,299,0.84375,0.4884752035140991,,
37,,303,,,0.4375,2.109172821044922
,0.0009135402871372803,304,,,,
38,,311,,,0.421875,2.147606372833252
,0.0009090748587125112,312,,,,
39,,319,,,0.40625,2.027183771133423
,0.0009045084971874732,320,,,,
40,,327,,,0.421875,2.2524962425231934
,0.0008998423292435448,328,,,,
41,,335,,,0.453125,2.501372814178467
,0.0008950775061878447,336,,,,
42,,343,,,0.390625,2.4827423095703125
