epoch,lr-AdamW,step,train_acc,train_loss,val_acc,val_loss
61,,371,,,0.7450980544090271,0.7480893731117249
,0.0007810416889260649,372,,,,
62,,377,,,0.686274528503418,0.8136614561080933
,0.0007745114089990654,378,,,,
63,,383,,,0.7058823704719543,0.9232367873191833
,0.0007679133974894978,384,,,,
64,,389,,,0.7058823704719543,0.8453198671340942
,0.0007612492823579739,390,,,,
65,,395,,,0.7254902124404907,0.8841132521629333
,0.0007545207078751852,396,,,,
66,,399,0.9375,0.30738377571105957,,
66,,401,,,0.7058823704719543,1.0650821924209595
,0.0007477293342162034,402,,,,
67,,407,,,0.7254902124404907,1.0695476531982422
,0.0007408768370508571,408,,,,
68,,413,,,0.7450980544090271,1.0559523105621338
,0.0007339649071302863,414,,,,
69,,419,,,0.7254902124404907,1.092816710472107
,0.0007269952498697729,420,,,,
70,,425,,,0.7058823704719543,1.2506614923477173
,0.000719969584927957,426,,,,
71,,431,,,0.6078431606292725,1.5039764642715454
,0.0007128896457825358,432,,,,
72,,437,,,0.6470588445663452,1.4180642366409302
,0.0007057571793025539,438,,,,
73,,443,,,0.6470588445663452,1.410523772239685
,0.0006985739453173898,444,,,,
74,,449,0.90625,0.1807725429534912,,
74,,449,,,0.6666666865348816,1.298784613609314
,0.0006913417161825444,450,,,,
75,,455,,,0.6274510025978088,1.2338087558746338
