epoch,lr-SOAP,step,train_loss,val_acc,val_loss
,1e-05,0,,,
0,,24,,0.2884615361690521,1.3674798011779785
0,,24,1.393683671951294,,
,0.000208,25,,,
1,,49,,0.46153849363327026,1.1865054368972778
1,,49,1.3347365856170654,,
,0.00040599999999999995,50,,,
2,,74,,0.5576923489570618,0.9754825234413147
2,,74,1.1924712657928467,,
,0.0006039999999999999,75,,,
3,,99,,0.5961538553237915,0.8308820128440857
3,,99,1.0575000047683716,,
,0.0008019999999999999,100,,,
4,,124,,0.6346153616905212,0.7529982328414917
4,,124,0.997560441493988,,
,0.001,125,,,
5,,149,,0.7115384340286255,0.7276373505592346
5,,149,0.9225614666938782,,
,0.0009999351773732016,150,,,
6,,174,,0.7692307829856873,0.6753144860267639
6,,174,0.8901463150978088,,
,0.000999740726317523,175,,,
7,,199,,0.75,0.6984368562698364
7,,199,0.9026098847389221,,
,0.000999416697302747,200,,,
8,,224,,0.7692307829856873,0.6779435873031616
8,,224,0.8593544960021973,,
,0.0009989631744306228,225,,,
9,,249,,0.75,0.6597537994384766
9,,249,0.7892506122589111,,
,0.0009983802754130377,250,,,
10,,274,,0.75,0.670956015586853
10,,274,0.8961229920387268,,
,0.0009976681515414653,275,,,
11,,299,,0.75,0.6929439902305603
11,,299,0.8609995245933533,,
,0.0009968269876476973,300,,,
12,,324,,0.8076924085617065,0.6770066618919373
12,,324,0.8301528096199036,,
,0.0009958570020558702,325,,,
13,,349,,0.7115384340286255,0.6846055388450623
13,,349,0.8187243938446045,,
,0.0009947584465258,350,,,
14,,374,,0.7884615659713745,0.6521252393722534
14,,374,0.8973549008369446,,
,0.0009935316061876374,375,,,
15,,399,,0.7692307829856873,0.597413957118988
15,,399,0.762854814529419,,
,0.0009921767994678626,400,,,
16,,424,,0.826923131942749,0.5991503000259399
16,,424,0.89423006772995,,
,0.0009906943780066371,425,,,
17,,449,,0.75,0.6060437560081482
17,,449,0.7801089286804199,,
,0.000989084726566536,450,,,
18,,474,,0.7307692766189575,0.6771488785743713
18,,474,0.7359433174133301,,
,0.0009873482629326829,475,,,
19,,499,,0.7307692766189575,0.5896416902542114
19,,499,0.760769784450531,,
,0.0009854854378043131,500,,,
20,,524,,0.7884615659713745,0.5850738286972046
20,,524,0.7587090134620667,,
,0.0009834967346777955,525,,,
21,,549,,0.7884615659713745,0.6176702976226807
21,,549,0.7447578310966492,,
,0.0009813826697211404,550,,,
22,,574,,0.7307692766189575,0.552974283695221
22,,574,0.8050827980041504,,
,0.0009791437916400285,575,,,
23,,599,,0.7884615659713745,0.6070933938026428
23,,599,0.8101174235343933,,
,0.0009767806815353939,600,,,
24,,624,,0.826923131942749,0.6172268390655518
24,,624,0.6948388814926147,,
,0.0009742939527525992,625,,,
25,,649,,0.7692307829856873,0.6466209888458252
25,,649,0.7746893167495728,,
,0.0009716842507222428,650,,,
26,,674,,0.7692307829856873,0.600731611251831
26,,674,0.7734917998313904,,
,0.0009689522527926358,675,,,
27,,699,,0.8076924085617065,0.509450376033783
27,,699,0.7291238903999329,,
,0.0009660986680539973,700,,,
28,,724,,0.75,0.6385464072227478
28,,724,0.8746397495269775,,
,0.0009631242371544095,725,,,
29,,749,,0.7884615659713745,0.6107122898101807
29,,749,0.7836229801177979,,
,0.0009600297321075828,750,,,
30,,774,,0.7307692766189575,0.6094086170196533
30,,774,0.7775919437408447,,
,0.0009568159560924791,775,,,
31,,799,,0.7884615659713745,0.6207342743873596
31,,799,0.7538709044456482,,
,0.0009534837432448475,800,,,
32,,824,,0.75,0.6607121825218201
32,,824,0.7314774990081787,,
,0.0009500339584407229,825,,,
33,,849,,0.75,0.5789337754249573
33,,849,0.7055023908615112,,
,0.0009464674970719491,850,,,
34,,874,,0.826923131942749,0.5403466820716858
34,,874,0.7888393402099609,,
,0.0009427852848137783,875,,,
35,,899,,0.7307692766189575,0.6008248925209045
35,,899,0.7007269263267517,,
,0.0009389882773846131,900,,,
36,,924,,0.7884615659713745,0.6007102131843567
36,,924,0.7695457339286804,,
,0.0009350774602979489,925,,,
37,,949,,0.7884615659713745,0.5431122779846191
37,,949,0.7546302080154419,,
,0.0009310538486065846,950,,,
38,,974,,0.7884615659713745,0.556367814540863
38,,974,0.7085074782371521,,
,0.0009269184866391649,975,,,
39,,999,,0.75,0.5980914235115051
39,,999,0.7977374196052551,,
,0.0009226724477291255,1000,,,
40,,1024,,0.7307692766189575,0.5688119530677795
40,,1024,0.7421247363090515,,
,0.0009183168339361082,1025,,,
41,,1049,,0.7307692766189575,0.5716971158981323
41,,1049,0.7968254089355469,,
,0.0009138527757599227,1050,,,
42,,1074,,0.8076924085617065,0.5293099880218506
42,,1074,0.6750150918960571,,
,0.000909281431847124,1075,,,
43,,1099,,0.7692307829856873,0.5593082904815674
43,,1099,0.7648876309394836,,
,0.0009046039886902862,1100,,,
44,,1124,,0.8076924085617065,0.5721293687820435
44,,1124,0.7255118489265442,,
,0.0008998216603200489,1125,,,
45,,1149,,0.7115384340286255,0.6243041753768921
45,,1149,0.6918632984161377,,
,0.0008949356879900142,1150,,,
46,,1174,,0.7115384340286255,0.652850866317749
46,,1174,0.7167758941650391,,
,0.0008899473398545796,1175,,,
47,,1199,,0.7884615659713745,0.5712102055549622
47,,1199,0.7750282287597656,,
,0.0008848579106397899,1200,,,
48,,1224,,0.7307692766189575,0.6106268763542175
48,,1224,0.7625448107719421,,
,0.0008796687213072888,1225,,,
49,,1249,,0.7692307829856873,0.5614503026008606
49,,1249,0.7308036684989929,,
,0.0008743811187114648,1250,,,
50,,1274,,0.7115384340286255,0.6643229126930237
50,,1274,0.6065576672554016,,
,0.0008689964752498745,1275,,,
51,,1299,,0.7692307829856873,0.5388285517692566
51,,1299,0.6668558716773987,,
,0.0008635161885070363,1300,,,
52,,1324,,0.7115384340286255,0.5853726267814636
52,,1324,0.773206353187561,,
,0.0008579416808916884,1325,,,
53,,1349,,0.7692307829856873,0.6139580011367798
53,,1349,0.8357592821121216,,
,0.0008522743992676013,1350,,,
54,,1374,,0.6730769276618958,0.6711658239364624
54,,1374,0.6936091780662537,,
,0.0008465158145780448,1375,,,
55,,1399,,0.75,0.5910250544548035
55,,1399,0.7132295370101929,,
,0.0008406674214640051,1400,,,
56,,1424,,0.7115384340286255,0.6570504903793335
56,,1424,0.6622335910797119,,
,0.0008347307378762496,1425,,,
57,,1449,,0.7307692766189575,0.6251382827758789
57,,1449,0.7030393481254578,,
,0.0008287073046813434,1450,,,
58,,1474,,0.75,0.6570221781730652
58,,1474,0.7418246269226074,,
,0.0008225986852617172,1475,,,
59,,1499,,0.7115384340286255,0.730317234992981
59,,1499,0.7234731912612915,,
,0.0008164064651098908,1500,,,
60,,1524,,0.692307710647583,0.7547540664672852
60,,1524,0.7283140420913696,,
,0.0008101322514169595,1525,,,
61,,1549,,0.75,0.6319119930267334
61,,1549,0.644641637802124,,
,0.0008037776726554462,1550,,,
62,,1574,,0.6730769276618958,0.7608325481414795
62,,1574,0.6966708898544312,,
,0.0007973443781566324,1575,,,
63,,1599,,0.692307710647583,0.6777571439743042
63,,1599,0.7569835782051086,,
,0.0007908340376824735,1600,,,
64,,1624,,0.7307692766189575,0.7202749848365784
64,,1624,0.6986993551254272,,
,0.0007842483409922123,1625,,,
65,,1649,,0.7884615659713745,0.6278512477874756
65,,1649,0.6219614148139954,,
,0.0007775889974038018,1650,,,
66,,1674,,0.692307710647583,0.6614384055137634
66,,1674,0.7359780669212341,,
,0.0007708577353502517,1675,,,
67,,1699,,0.692307710647583,0.6666985750198364
67,,1699,0.6046958565711975,,
,0.0007640563019310133,1700,,,
68,,1724,,0.7115384340286255,0.5994333028793335
68,,1724,0.6079151630401611,,
,0.00075718646245852,1725,,,
69,,1749,,0.6730769276618958,0.6779152750968933
69,,1749,0.7149103283882141,,
,0.00075025,1750,,,
70,,1774,,0.7307692766189575,0.6782683730125427
70,,1774,0.6681594252586365,,
,0.0007432487149146818,1775,,,
71,,1799,,0.692307710647583,0.6535160541534424
71,,1799,0.6682916879653931,,
,0.0007361844243865098,1800,,,
72,,1824,,0.8076924085617065,0.6281471252441406
72,,1824,0.6548234820365906,,
,0.0007290589619524955,1825,,,
73,,1849,,0.692307710647583,0.7156296372413635
73,,1849,0.6655085682868958,,
,0.0007218741770268212,1850,,,
74,,1874,,0.75,0.647495687007904
74,,1874,0.6600274443626404,,
,0.0007146319344208256,1875,,,
75,,1899,,0.7115384340286255,0.5971003174781799
75,,1899,0.6603434085845947,,
,0.000707334113858992,1900,,,
76,,1924,,0.7115384340286255,0.6582041382789612
76,,1924,0.6195619106292725,,
,0.000699982609491065,1925,,,
77,,1949,,0.7115384340286255,0.6584556102752686
77,,1949,0.6508404016494751,,
,0.0006925793294004241,1950,,,
78,,1974,,0.75,0.612542986869812
78,,1974,0.6354720592498779,,
,0.0006851261951088404,1975,,,
79,,1999,,0.7115384340286255,0.669937014579773
79,,1999,0.7316826581954956,,
,0.0006776251410777465,2000,,,
80,,2024,,0.7884615659713745,0.6307989954948425
80,,2024,0.7601208686828613,,
,0.0006700781142061456,2025,,,
81,,2049,,0.7307692766189575,0.6669966578483582
81,,2049,0.6059384346008301,,
,0.0006624870733252937,2050,,,
82,,2074,,0.6346153616905212,0.7620872855186462
82,,2074,0.6725630164146423,,
,0.0006548539886902864,2075,,,
83,,2099,,0.6730769276618958,0.6854554414749146
83,,2099,0.7419551014900208,,
,0.0006471808414686777,2100,,,
84,,2124,,0.6538462042808533,0.714821457862854
84,,2124,0.6957887411117554,,
,0.0006394696232262683,2125,,,
85,,2149,,0.6730769276618958,0.7382347583770752
85,,2149,0.6988414525985718,,
,0.0006317223354101942,2150,,,
86,,2174,,0.7307692766189575,0.7697051167488098
86,,2174,0.7616497874259949,,
,0.0006239409888294522,2175,,,
87,,2199,,0.6730769276618958,0.7024081349372864
87,,2199,0.7223266363143921,,
,0.0006161276031329921,2200,,,
88,,2224,,0.692307710647583,0.6972262859344482
88,,2224,0.6819673776626587,,
,0.0006082842062855193,2225,,,
89,,2249,,0.692307710647583,0.6847371459007263
89,,2249,0.7075290679931641,,
,0.0006004128340411344,2250,,,
90,,2274,,0.75,0.6113536357879639
90,,2274,0.5992524027824402,,
,0.0005925155294149539,2275,,,
91,,2299,,0.7115384340286255,0.6928819417953491
91,,2299,0.7247224450111389,,
,0.0005845943421528459,2300,,,
92,,2324,,0.7307692766189575,0.6833736896514893
92,,2324,0.6641386151313782,,
,0.0005766513281994177,2325,,,
93,,2349,,0.75,0.6903630495071411
93,,2349,0.6846462488174438,,
,0.0005686885491643955,2350,,,
94,,2374,,0.7115384340286255,0.6888805627822876
94,,2374,0.6523628830909729,,
,0.0005607080717875339,2375,,,
95,,2399,,0.7307692766189575,0.7112563848495483
95,,2399,0.6595279574394226,,
,0.000552711967402193,2400,,,
96,,2424,,0.7307692766189575,0.7266223430633545
96,,2424,0.6955407857894897,,
,0.0005447023113977237,2425,,,
97,,2449,,0.7115384340286255,0.6862853765487671
97,,2449,0.7279090881347656,,
,0.0005366811826808004,2450,,,
98,,2474,,0.692307710647583,0.6860201358795166
98,,2474,0.6357410550117493,,
,0.0005286506631358408,2475,,,
99,,2499,,0.7307692766189575,0.6721853017807007
99,,2499,0.635276198387146,,
,0.0005206128370846529,2500,,,
100,,2524,,0.7115384340286255,0.7187411785125732
100,,2524,0.5468901991844177,,
,0.0005125697907454482,2525,,,
101,,2549,,0.7307692766189575,0.7237226963043213
101,,2549,0.7052015066146851,,
,0.0005045236116913644,2550,,,
102,,2574,,0.75,0.623500406742096
102,,2574,0.6391006708145142,,
,0.0004964763883086359,2575,,,
103,,2599,,0.7115384340286255,0.6377673745155334
103,,2599,0.7239847779273987,,
,0.000488430209254552,2600,,,
104,,2624,,0.7115384340286255,0.57401043176651
104,,2624,0.5258272886276245,,
,0.00048038716291534726,2625,,,
105,,2649,,0.7115384340286255,0.6472519636154175
105,,2649,0.6360312104225159,,
,0.0004723493368641593,2650,,,
106,,2674,,0.7884615659713745,0.6449827551841736
106,,2674,0.6152102947235107,,
,0.00046431881731919986,2675,,,
107,,2699,,0.75,0.6679717302322388
107,,2699,0.6499077081680298,,
