epoch,lr-AdamW,step,train_loss,val_loss,val_mae
,0.001,0,,,
0,,4,,0.05330299213528633,0.18943332135677338
,0.000999972584682756,5,,,
1,,9,,0.05324507877230644,0.18998831510543823
,0.0009998903417374227,10,,,
2,,14,,0.05311386287212372,0.19037185609340668
,0.0009997532801828658,15,,,
3,,19,,0.05284527316689491,0.19000950455665588
,0.0009995614150494292,20,,,
4,,24,,0.05254293605685234,0.18882831931114197
,0.000999314767377287,25,,,
5,,29,,0.05255567654967308,0.1880776435136795
,0.0009990133642141358,30,,,
6,,34,,0.052537646144628525,0.1862865388393402
,0.000998657238612229,35,,,
7,,39,,0.0513383150100708,0.1825488656759262
,0.0009982464296247522,40,,,
8,,44,,0.05133749172091484,0.1795341968536377
,0.00099778098230154,45,,,
9,,49,0.04221218079328537,,
9,,49,,0.05198458209633827,0.17906330525875092
,0.0009972609476841367,50,,,
10,,54,,0.05218101665377617,0.17758524417877197
,0.0009966863828001983,55,,,
11,,59,,0.05229821056127548,0.17898522317409515
,0.0009960573506572392,60,,,
12,,64,,0.05040609836578369,0.1718081831932068
,0.000995373920235722,65,,,
13,,69,,0.047808848321437836,0.16632279753684998
,0.0009946361664814943,70,,,
14,,74,,0.04664842039346695,0.1639019101858139
,0.000993844170297569,75,,,
15,,79,,0.04473813995718956,0.16257308423519135
,0.0009929980185352527,80,,,
16,,84,,0.046150900423526764,0.16215071082115173
,0.000992097803984621,85,,,
17,,89,,0.050981901586055756,0.17049986124038696
,0.0009911436253643446,90,,,
18,,94,,0.04669686779379845,0.16207315027713776
,0.0009901355873108612,95,,,
19,,99,0.03444397449493408,,
19,,99,,0.04922867938876152,0.1685921549797058
,0.000989073800366903,100,,,
20,,104,,0.04711148887872696,0.16745314002037048
,0.0009879583809693738,105,,,
21,,109,,0.04255671426653862,0.15943604707717896
,0.0009867894514365802,110,,,
22,,114,,0.041658319532871246,0.15641732513904572
,0.0009855671399548183,115,,,
23,,119,,0.040697403252124786,0.15540052950382233
,0.0009842915805643158,120,,,
24,,124,,0.041451890021562576,0.15578827261924744
,0.0009829629131445344,125,,,
25,,129,,0.04278666153550148,0.15490813553333282
,0.0009815812833988294,130,,,
26,,134,,0.0460987351834774,0.1575770527124405
,0.0009801468428384719,135,,,
27,,139,,0.04584498703479767,0.16181449592113495
,0.000978659748766034,140,,,
28,,144,,0.04586932435631752,0.16379910707473755
,0.0009771201642581387,145,,,
29,,149,0.0232742577791214,,
29,,149,,0.04718315601348877,0.16910198330879211
,0.0009755282581475771,150,,,
30,,154,,0.0440698117017746,0.15873144567012787
,0.0009738842050047931,155,,,
31,,159,,0.047237418591976166,0.15976952016353607
,0.0009721881851187409,160,,,
32,,164,,0.04887982830405235,0.1661420315504074
,0.0009704403844771131,165,,,
33,,169,,0.050019487738609314,0.16781359910964966
,0.0009686409947459461,170,,,
34,,174,,0.04678158462047577,0.16380652785301208
,0.0009667902132486011,175,,,
35,,179,,0.047339245676994324,0.16360409557819366
,0.000964888242944126,180,,,
36,,184,,0.04737952724099159,0.1679731011390686
,0.0009629352924049977,185,,,
37,,189,,0.04933542385697365,0.16996298730373383
,0.0009609315757942507,190,,,
38,,194,,0.0456811897456646,0.1649538278579712
,0.0009588773128419909,195,,,
39,,199,0.03103807009756565,,
39,,199,,0.044159069657325745,0.16583643853664398
,0.0009567727288213008,200,,,
40,,204,,0.04549014940857887,0.16889259219169617
,0.0009546180545235346,205,,,
41,,209,,0.04697341099381447,0.17071321606636047
,0.0009524135262330101,210,,,
42,,214,,0.04715930297970772,0.1676476150751114
,0.0009501593857010972,215,,,
43,,219,,0.05002506077289581,0.16879314184188843
,0.0009478558801197068,220,,,
44,,224,,0.05186239257454872,0.17027029395103455
,0.0009455032620941841,225,,,
45,,229,,0.05100453272461891,0.1682683378458023
,0.0009431017896156075,230,,,
46,,234,,0.047938648611307144,0.16468071937561035
,0.0009406517260324962,235,,,
47,,239,,0.0450190007686615,0.1616409868001938
,0.000938153340021932,240,,,
48,,244,,0.04630871117115021,0.16120906174182892
,0.0009356069055600951,245,,,
49,,249,0.021304834634065628,,
49,,249,,0.0461990088224411,0.1631518453359604
,0.0009330127018922197,250,,,
50,,254,,0.045776642858982086,0.16573625802993774
,0.0009303710135019722,255,,,
51,,259,,0.04656868800520897,0.1674519032239914
,0.0009276821300802536,260,,,
52,,264,,0.04527940973639488,0.1643936038017273
,0.0009249463464934323,265,,,
53,,269,,0.04529077187180519,0.16260963678359985
,0.0009221639627510079,270,,,
54,,274,,0.04701865091919899,0.16370902955532074
,0.0009193352839727124,275,,,
55,,279,,0.04804707691073418,0.1630796641111374
,0.0009164606203550501,280,,,
56,,284,,0.04788534715771675,0.1642283797264099
,0.0009135402871372812,285,,,
57,,289,,0.04627281799912453,0.16337038576602936
,0.0009105746045668523,290,,,
58,,294,,0.04661186784505844,0.1658288836479187
,0.0009075638978642773,295,,,
59,,299,0.02934369444847107,,
59,,299,,0.04694242775440216,0.16534878313541412
,0.000904508497187474,300,,,
60,,304,,0.0450744703412056,0.15974316000938416
,0.0009014087375955575,305,,,
61,,309,,0.04444463178515434,0.1560000479221344
,0.0008982649590120983,310,,,
62,,314,,0.046423349529504776,0.16305746138095856
,0.0008950775061878453,315,,,
63,,319,,0.04887746274471283,0.16470707952976227
