epoch,lr-AdamW,step,train_loss,val_loss,val_mae
,0.001,0,,,
0,,4,,0.05513983964920044,0.19427905976772308
,0.000999972584682756,5,,,
1,,9,,0.05425066128373146,0.1926189512014389
,0.0009998903417374227,10,,,
2,,14,,0.053350385278463364,0.1907588392496109
,0.0009997532801828658,15,,,
3,,19,,0.052240025252103806,0.18861384689807892
,0.0009995614150494292,20,,,
4,,24,,0.05259643867611885,0.18427900969982147
,0.000999314767377287,25,,,
5,,29,,0.05403558164834976,0.1828552633523941
,0.0009990133642141358,30,,,
6,,34,,0.055204883217811584,0.1816689521074295
,0.000998657238612229,35,,,
7,,39,,0.05324900150299072,0.17401382327079773
,0.0009982464296247522,40,,,
8,,44,,0.054836615920066833,0.17337574064731598
,0.00099778098230154,45,,,
9,,49,0.053836412727832794,,
9,,49,,0.05846463516354561,0.17771869897842407
,0.0009972609476841367,50,,,
10,,54,,0.05741873010993004,0.18174800276756287
,0.0009966863828001983,55,,,
11,,59,,0.0621403343975544,0.18353921175003052
,0.0009960573506572392,60,,,
12,,64,,0.0586947537958622,0.17831669747829437
,0.000995373920235722,65,,,
13,,69,,0.05866898223757744,0.17621701955795288
,0.0009946361664814943,70,,,
14,,74,,0.054604724049568176,0.1784954071044922
,0.000993844170297569,75,,,
15,,79,,0.055204447358846664,0.17854706943035126
,0.0009929980185352527,80,,,
16,,84,,0.055632829666137695,0.17414240539073944
,0.000992097803984621,85,,,
17,,89,,0.05382383242249489,0.170759916305542
,0.0009911436253643446,90,,,
18,,94,,0.05762939527630806,0.1806601881980896
,0.0009901355873108612,95,,,
19,,99,0.03606940805912018,,
19,,99,,0.059457968920469284,0.18284615874290466
,0.000989073800366903,100,,,
20,,104,,0.054666172713041306,0.1697348952293396
,0.0009879583809693738,105,,,
21,,109,,0.05296008661389351,0.16454194486141205
,0.0009867894514365802,110,,,
22,,114,,0.05612897500395775,0.173628032207489
,0.0009855671399548183,115,,,
23,,119,,0.058164142072200775,0.18606185913085938
,0.0009842915805643158,120,,,
24,,124,,0.05651715025305748,0.1748022735118866
,0.0009829629131445344,125,,,
25,,129,,0.06358316540718079,0.17691126465797424
,0.0009815812833988294,130,,,
26,,134,,0.0538305900990963,0.1642533391714096
,0.0009801468428384719,135,,,
27,,139,,0.05506729707121849,0.17412573099136353
,0.000978659748766034,140,,,
28,,144,,0.05726063251495361,0.1767088919878006
,0.0009771201642581387,145,,,
29,,149,0.026762615889310837,,
29,,149,,0.06308364123106003,0.19149459898471832
,0.0009755282581475771,150,,,
30,,154,,0.07045990973711014,0.18634237349033356
,0.0009738842050047931,155,,,
31,,159,,0.056155815720558167,0.17442244291305542
,0.0009721881851187409,160,,,
32,,164,,0.0533922053873539,0.1662343591451645
,0.0009704403844771131,165,,,
33,,169,,0.057050421833992004,0.16979430615901947
,0.0009686409947459461,170,,,
34,,174,,0.06829506903886795,0.18420115113258362
,0.0009667902132486011,175,,,
35,,179,,0.05975726619362831,0.17641021311283112
,0.000964888242944126,180,,,
36,,184,,0.06017857417464256,0.1798272281885147
,0.0009629352924049977,185,,,
37,,189,,0.059976350516080856,0.18529237806797028
,0.0009609315757942507,190,,,
38,,194,,0.059139057993888855,0.1742456555366516
,0.0009588773128419909,195,,,
39,,199,0.02883240208029747,,
39,,199,,0.05984224006533623,0.17442359030246735
,0.0009567727288213008,200,,,
40,,204,,0.06527974456548691,0.18334804475307465
,0.0009546180545235346,205,,,
41,,209,,0.06410404294729233,0.18912814557552338
,0.0009524135262330101,210,,,
42,,214,,0.05915030464529991,0.17548438906669617
,0.0009501593857010972,215,,,
43,,219,,0.05634143203496933,0.1803925484418869
