epoch,lr-SOAP,step,train_loss,val_acc,val_loss
,0.00018647813327422655,336,,,
42,,343,,0.59375,0.9223629236221313
,0.00014371183482720398,344,,,
43,,349,0.8720521926879883,,
43,,351,,0.625,0.9182702898979187
,0.0001063001594105671,352,,,
44,,359,,0.609375,0.9266647100448608
,7.439075381541727e-05,360,,,
45,,367,,0.578125,0.9348558187484741
,4.8109549887617865e-05,368,,,
46,,375,,0.609375,0.9375024437904358
,2.7560267532331263e-05,376,,,
47,,383,,0.59375,0.9317998886108398
,1.2824005378940592e-05,384,,,
48,,391,,0.609375,0.9272587299346924
,3.958920721806798e-06,392,,,
49,,399,0.9293115139007568,,
49,,399,,0.609375,0.9349428415298462
,0.003,400,,,
50,,407,,0.578125,0.9806712865829468
,0.0029992600872684144,408,,,
51,,415,,0.59375,0.9997744560241699
,0.002997041079278193,416,,,
52,,423,,0.5625,0.9689253568649292
,0.0029933451659223185,424,,,
53,,431,,0.578125,1.0392329692840576
,0.0029881759946210596,432,,,
54,,439,,0.515625,1.0675384998321533
,0.002981538666722409,440,,,
55,,447,,0.5,1.0344398021697998
,0.002973439732467669,448,,,
56,,449,0.7875722646713257,,
56,,455,,0.5625,0.9695082902908325
,0.002963887184527152,456,,,
57,,463,,0.578125,0.9969820976257324
,0.0029528904501123824,464,,,
58,,471,,0.578125,1.124768853187561
,0.002940460381672576,472,,,
59,,479,,0.578125,1.02439546585083
,0.002926609246184583,480,,,
60,,487,,0.578125,0.9886225461959839
,0.002911350713046861,488,,,
61,,495,,0.59375,0.9670600891113281
,0.002894699840589433,496,,,
62,,499,0.8370751738548279,,
62,,503,,0.53125,1.0222022533416748
,0.0028766730612131298,504,,,
63,,511,,0.546875,1.079895257949829
,0.0028572881651727964,512,,,
64,,519,,0.59375,1.0180872678756714
,0.0028365642830204575,520,,,
65,,527,,0.578125,0.943350076675415
,0.002814521866725773,528,,,
66,,535,,0.578125,0.9881219267845154
,0.0027911826694924135,536,,,
67,,543,,0.578125,1.0004701614379883
,0.002766569724290272,544,,,
68,,549,1.4690881967544556,,
68,,551,,0.53125,1.1015336513519287
,0.002740707321124705,552,,,
69,,559,,0.5625,1.10316002368927
,0.0027136209830652337,560,,,
70,,567,,0.53125,1.121253252029419
,0.0026853374410573476,568,,,
71,,575,,0.5,1.0785845518112183
,0.0026558846075422963,576,,,
72,,583,,0.5,1.0858111381530762
,0.0026252915489108743,584,,,
73,,591,,0.546875,1.036865472793579
,0.002593588456818407,592,,,
74,,599,0.7953858375549316,,
74,,599,,0.59375,1.0355814695358276
,0.002560806618389228,600,,,
75,,607,,0.609375,0.9949421882629395
,0.002526978385340069,608,,,
76,,615,,0.5625,0.9636637568473816
,0.002492137142052816,616,,,
77,,623,,0.546875,0.9674913883209229
