epoch,lr-SOAP,step,train_loss,val_acc,val_loss
,0.003,0,,,
0,,7,,0.203125,1.6063921451568604
,0.002997041079278193,8,,,
1,,15,,0.390625,1.5698957443237305
,0.0029881759946210596,16,,,
2,,23,,0.390625,1.449388027191162
,0.002973439732467669,24,,,
3,,31,,0.46875,1.2887367010116577
,0.0029528904501123824,32,,,
4,,39,,0.46875,1.1996800899505615
,0.002926609246184583,40,,,
5,,47,,0.484375,1.1318409442901611
,0.002894699840589433,48,,,
6,,49,1.283379316329956,,
6,,55,,0.46875,1.1261343955993652
,0.0028572881651727964,56,,,
7,,63,,0.484375,1.1456432342529297
,0.002814521866725773,64,,,
8,,71,,0.53125,1.1309298276901245
,0.002766569724290272,72,,,
9,,79,,0.5,1.1405107975006104
,0.0027136209830652337,80,,,
10,,87,,0.5,1.1326732635498047
,0.0026558846075422963,88,,,
11,,95,,0.546875,1.0895955562591553
,0.002593588456818407,96,,,
12,,99,1.2767274379730225,,
12,,103,,0.546875,1.0420901775360107
,0.002526978385340069,104,,,
13,,111,,0.609375,1.0281126499176025
,0.0024563172726281605,112,,,
14,,119,,0.578125,1.061663269996643
,0.002381883985812564,120,,,
15,,127,,0.53125,1.0860252380371094
,0.0023039722790710055,128,,,
16,,135,,0.53125,1.1184661388397217
,0.002222889634315522,136,,,
17,,143,,0.5625,1.1049329042434692
,0.0021389560477018264,144,,,
18,,149,1.0842219591140747,,
18,,151,,0.578125,1.052815556526184
,0.002052502766750675,152,,,
19,,159,,0.578125,0.9853647947311401
,0.0019638709830652338,160,,,
20,,167,,0.59375,0.950501024723053
,0.0018734104858036994,168,,,
21,,175,,0.609375,0.9472130537033081
,0.0017814782812212943,176,,,
22,,183,,0.625,0.9476505517959595
,0.0016884371837296744,184,,,
23,,191,,0.625,0.9242827296257019
,0.0015946543840342055,192,,,
24,,199,0.979830801486969,,
24,,199,,0.59375,0.9494141340255737
,0.0015004999999999999,200,,,
25,,207,,0.625,0.950646162033081
,0.0014063456159657945,208,,,
26,,215,,0.609375,0.9495059847831726
,0.0013125628162703258,216,,,
27,,223,,0.59375,0.910618782043457
,0.001219521718778706,224,,,
28,,231,,0.59375,0.9106888175010681
,0.0011275895141963001,232,,,
29,,239,,0.625,0.9116091728210449
,0.0010371290169347667,240,,,
30,,247,,0.59375,0.9284224510192871
,0.0009484972332493257,248,,,
31,,249,0.8901053667068481,,
31,,255,,0.609375,0.9465612769126892
,0.0008620439522981735,256,,,
32,,263,,0.59375,0.9333031177520752
,0.0007781103656844778,264,,,
33,,271,,0.578125,0.9569369554519653
,0.0006970277209289941,272,,,
34,,279,,0.578125,0.9431750178337097
,0.0006191160141874367,280,,,
35,,287,,0.59375,0.93739253282547
,0.0005446827273718397,288,,,
36,,295,,0.578125,0.9175511598587036
,0.0004740216146599313,296,,,
37,,299,0.8419715166091919,,
37,,303,,0.609375,0.9245195388793945
,0.0004074115431815937,304,,,
38,,311,,0.59375,0.9213684797286987
,0.0003451153924577042,312,,,
39,,319,,0.59375,0.9139440059661865
,0.00028737901693476646,320,,,
40,,327,,0.609375,0.9165921211242676
,0.00023443027570972872,328,,,
41,,335,,0.625,0.9201056957244873
