epoch,lr-SOAP,step,train_loss,val_acc,val_loss
,0.003,0,,,
0,,7,,0.1875,1.6042425632476807
,0.002997041079278193,8,,,
1,,15,,0.265625,1.5869531631469727
,0.0029881759946210596,16,,,
2,,23,,0.390625,1.5448980331420898
,0.002973439732467669,24,,,
3,,31,,0.421875,1.4292523860931396
,0.0029528904501123824,32,,,
4,,39,,0.359375,1.3967039585113525
,0.002926609246184583,40,,,
5,,47,,0.421875,1.3737266063690186
,0.002894699840589433,48,,,
6,,49,1.3600127696990967,,
6,,55,,0.421875,1.3692405223846436
,0.0028572881651727964,56,,,
7,,63,,0.4375,1.3936561346054077
,0.002814521866725773,64,,,
8,,71,,0.390625,1.3759572505950928
,0.002766569724290272,72,,,
9,,79,,0.421875,1.30044686794281
,0.0027136209830652337,80,,,
10,,87,,0.453125,1.300906777381897
,0.0026558846075422963,88,,,
11,,95,,0.5,1.2994556427001953
,0.002593588456818407,96,,,
12,,99,1.2933275699615479,,
12,,103,,0.453125,1.3334860801696777
,0.002526978385340069,104,,,
13,,111,,0.453125,1.4035289287567139
,0.0024563172726281605,112,,,
14,,119,,0.453125,1.406537652015686
,0.002381883985812564,120,,,
15,,127,,0.46875,1.40116286277771
,0.0023039722790710055,128,,,
16,,135,,0.484375,1.4140993356704712
,0.002222889634315522,136,,,
17,,143,,0.46875,1.3717565536499023
,0.0021389560477018264,144,,,
18,,149,1.156822919845581,,
18,,151,,0.453125,1.3566182851791382
,0.002052502766750675,152,,,
19,,159,,0.4375,1.3514585494995117
,0.0019638709830652338,160,,,
20,,167,,0.453125,1.337035894393921
,0.0018734104858036994,168,,,
21,,175,,0.4375,1.3816972970962524
,0.0017814782812212943,176,,,
22,,183,,0.375,1.4124345779418945
,0.0016884371837296744,184,,,
23,,191,,0.375,1.3981411457061768
,0.0015946543840342055,192,,,
24,,199,0.9647582173347473,,
24,,199,,0.453125,1.3648700714111328
,0.0015004999999999999,200,,,
25,,207,,0.453125,1.3262386322021484
,0.0014063456159657945,208,,,
26,,215,,0.46875,1.3006675243377686
,0.0013125628162703258,216,,,
27,,223,,0.453125,1.309197187423706
,0.001219521718778706,224,,,
28,,231,,0.4375,1.2770402431488037
,0.0011275895141963001,232,,,
29,,239,,0.4375,1.2951889038085938
,0.0010371290169347667,240,,,
